beta,fold,split,identity,denoised_row,beta_index,model_id,n_train_source,n_train_target,self_target
B1,fold_3,train,B:K,67,211,fold_3:LOO_excl_67,138,138,0
B1,fold_3,train,B:K,78,222,fold_3:LOO_excl_78,138,138,0
B1,fold_3,train,B:K,91,235,fold_3:LOO_excl_91,138,138,0
B1,fold_3,train,B:T,52,196,fold_3:LOO_excl_52,138,138,0
B1,fold_3,train,B:T,74,218,fold_3:LOO_excl_74,138,138,0
B1,fold_3,train,B:T,88,232,fold_3:LOO_excl_88,138,138,0
B1,fold_3,train,B:T,92,236,fold_3:LOO_excl_92,138,138,0
B1,fold_3,train,B:W,50,194,fold_3:LOO_excl_50,138,138,0
B1,fold_3,train,B:W,56,200,fold_3:LOO_excl_56,138,138,0
B1,fold_3,train,B:W,75,219,fold_3:LOO_excl_75,138,138,0
B1,fold_3,train,B:W,87,231,fold_3:LOO_excl_87,138,138,0
B1,fold_3,val,A:E,43,43,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,A:E,47,47,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,A:H,2,2,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,A:H,28,28,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,A:L,36,36,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,A:L,42,42,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,A:P,20,20,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,A:P,41,41,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,A:R,25,25,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,A:R,39,39,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,A:V,15,15,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,A:V,19,19,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,B:B,53,197,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,B:B,89,233,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,B:C,62,206,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,B:C,90,234,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,B:D,68,212,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,B:D,81,225,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,B:K,59,203,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,B:K,82,226,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,B:T,60,204,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,B:T,95,239,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,B:W,72,216,fold_3:FULLTRAIN,144,144,0
B1,fold_3,val,B:W,77,221,fold_3:FULLTRAIN,144,144,0
